年份,性別,地區,縣市,cancer,癌症發生數,平均年齡,年齡中位數
2012,女,桃竹苗,苗栗縣,胃,30,67.90,69.50
2012,女,桃竹苗,苗栗縣,大腸,176,67.30,69.00
2012,女,桃竹苗,苗栗縣,肝,103,69.30,70.00
2012,女,桃竹苗,苗栗縣,肺,90,67.40,69.00
2012,女,桃竹苗,苗栗縣,皮膚,34,72.50,74.50
2012,女,桃竹苗,苗栗縣,女性乳房,228,55.50,54.50
2012,女,桃竹苗,苗栗縣,女性生殖器癌症,37,58.00,57.00
2012,女,桃竹苗,苗栗縣,女性生殖器癌症,46,54.60,52.00
2012,女,桃竹苗,苗栗縣,女性生殖器癌症,23,61.30,62.00
2012,女,桃竹苗,苗栗縣,甲狀腺,39,47.50,46.00
2012,女,桃竹苗,苗栗縣,白血病,26,52.20,58.00
2012,女,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,21,61.70,68.00
2012,女,中彰投,彰化縣,口腔,24,60.70,60.50
2012,女,中彰投,彰化縣,食道,7,69.30,77.00
2012,女,中彰投,彰化縣,胃,72,70.30,70.50
2012,女,中彰投,彰化縣,大腸,361,67.00,69.00
2012,女,中彰投,彰化縣,肝,222,71.10,72.00
2012,女,中彰投,彰化縣,肺,281,66.40,68.00
2012,女,中彰投,彰化縣,皮膚,101,73.70,77.00
2012,女,中彰投,彰化縣,女性乳房,487,55.10,53.00
2012,女,中彰投,彰化縣,女性生殖器癌症,1,31.00,31.00
2012,女,中彰投,彰化縣,女性生殖器癌症,79,57.50,54.00
2012,女,中彰投,彰化縣,女性生殖器癌症,87,54.00,54.00
2012,女,中彰投,彰化縣,女性生殖器癌症,69,52.10,54.00
2012,女,中彰投,彰化縣,甲狀腺,117,48.40,50.00
2012,女,中彰投,彰化縣,白血病,41,49.40,57.00
2012,女,中彰投,彰化縣,非何杰金氏淋巴瘤,49,64.70,67.00
2012,女,中彰投,南投縣,口腔,13,59.40,54.00
2012,女,中彰投,南投縣,食道,3,84.70,83.00
2012,女,中彰投,南投縣,胃,26,63.50,62.00
2012,女,中彰投,南投縣,大腸,129,67.60,70.00
2012,女,中彰投,南投縣,肝,74,69.70,72.00
2012,女,中彰投,南投縣,肺,88,67.70,68.00
2012,女,中彰投,南投縣,皮膚,40,72.80,75.00
2012,女,中彰投,南投縣,女性乳房,170,57.10,55.00
2012,女,中彰投,南投縣,女性生殖器癌症,37,64.50,69.00
2012,女,中彰投,南投縣,女性生殖器癌症,40,53.00,52.00
2012,女,中彰投,南投縣,女性生殖器癌症,35,52.20,50.00
2012,女,中彰投,南投縣,甲狀腺,52,48.60,45.50
2012,女,中彰投,南投縣,白血病,11,64.00,69.00
2012,女,中彰投,南投縣,非何杰金氏淋巴瘤,21,61.20,65.00
2012,女,雲嘉南,雲林縣,口腔,19,69.10,73.00
2012,女,雲嘉南,雲林縣,食道,4,50.00,40.00
2012,女,雲嘉南,雲林縣,胃,47,71.40,75.00
2012,女,雲嘉南,雲林縣,大腸,182,68.40,70.00
2012,女,雲嘉南,雲林縣,肝,202,71.70,73.00
2012,女,雲嘉南,雲林縣,肺,146,69.00,71.00
2012,女,雲嘉南,雲林縣,皮膚,52,74.90,78.00
2012,女,雲嘉南,雲林縣,女性乳房,234,54.50,54.00
2012,女,雲嘉南,雲林縣,女性生殖器癌症,32,60.10,54.50
2012,女,雲嘉南,雲林縣,女性生殖器癌症,36,58.90,56.00
2012,女,雲嘉南,雲林縣,女性生殖器癌症,36,53.30,51.00
2012,女,雲嘉南,雲林縣,甲狀腺,75,47.10,45.00
2012,女,雲嘉南,雲林縣,白血病,19,62.70,69.00
2012,女,雲嘉南,雲林縣,非何杰金氏淋巴瘤,30,62.30,65.00
2012,女,高屏,屏東縣,口腔,33,63.80,62.00
2012,女,高屏,屏東縣,食道,13,62.00,60.00
2012,女,高屏,屏東縣,胃,45,69.80,71.00
2012,女,高屏,屏東縣,大腸,204,66.00,67.00
2012,女,高屏,屏東縣,肝,148,69.20,71.00
2012,女,高屏,屏東縣,肺,160,67.30,69.00
2012,女,高屏,屏東縣,皮膚,63,70.50,74.00
2012,女,高屏,屏東縣,女性乳房,338,54.70,54.00
2012,女,高屏,屏東縣,女性生殖器癌症,2,53.50,53.50
2012,女,高屏,屏東縣,女性生殖器癌症,69,57.80,57.00
2012,女,高屏,屏東縣,女性生殖器癌症,50,55.40,57.00
2012,女,高屏,屏東縣,女性生殖器癌症,35,52.80,52.00
2012,女,高屏,屏東縣,甲狀腺,51,46.10,44.00
2012,女,高屏,屏東縣,白血病,33,57.30,61.00
2012,女,高屏,屏東縣,非何杰金氏淋巴瘤,43,63.70,68.00
2012,女,東部,花蓮縣,口腔,13,61.80,60.00
2012,女,東部,花蓮縣,食道,8,56.10,54.50
2012,女,東部,花蓮縣,胃,27,73.60,77.00
2012,女,東部,花蓮縣,大腸,74,65.90,68.00
2012,女,東部,花蓮縣,肝,54,69.20,70.00
2012,女,東部,花蓮縣,肺,58,66.30,67.50
2012,女,東部,花蓮縣,皮膚,30,67.40,70.50
2012,女,東部,花蓮縣,女性乳房,143,54.30,52.00
2012,女,東部,花蓮縣,女性生殖器癌症,23,59.10,58.00
2012,女,東部,花蓮縣,女性生殖器癌症,23,60.50,57.00
2012,女,東部,花蓮縣,女性生殖器癌症,15,52.20,55.00
2012,女,東部,花蓮縣,甲狀腺,18,54.30,50.00
2012,女,東部,花蓮縣,白血病,12,54.80,57.00
2012,女,東部,花蓮縣,非何杰金氏淋巴瘤,9,60.40,59.00
2012,女,東部,台東縣,口腔,17,60.40,59.00
2012,女,東部,台東縣,食道,11,59.40,57.00
2012,女,東部,台東縣,胃,16,68.40,69.50
2012,女,東部,台東縣,大腸,55,65.20,68.00
2012,女,東部,台東縣,肝,41,71.20,71.00
2012,女,東部,台東縣,肺,51,71.10,70.00
2012,女,東部,台東縣,皮膚,21,70.50,74.00
2012,女,東部,台東縣,女性乳房,79,54.00,54.00
2012,女,東部,台東縣,女性生殖器癌症,9,60.20,63.00
2012,女,東部,台東縣,女性生殖器癌症,22,56.20,56.50
2012,女,東部,台東縣,女性生殖器癌症,14,50.60,53.00
2012,女,東部,台東縣,甲狀腺,13,52.30,53.00
2012,女,東部,台東縣,白血病,5,65.40,59.00
2012,女,東部,台東縣,非何杰金氏淋巴瘤,6,63.00,60.00
2013,全,北北基,台北市,口腔,525,59.10,58.00
2013,全,北北基,台北市,食道,163,62.50,60.00
2013,全,北北基,台北市,胃,507,69.60,70.00
2013,全,北北基,台北市,大腸,1845,67.70,68.00
2013,全,北北基,台北市,肝,1008,66.80,66.00
2013,全,北北基,台北市,肺,1508,68.40,69.00
2013,全,北北基,台北市,皮膚,381,69.90,72.00
2013,全,北北基,台北市,甲狀腺,484,50.20,50.00
2013,全,北北基,台北市,白血病,286,58.50,62.00
2013,全,北北基,台北市,非何杰金氏淋巴瘤,331,63.20,63.00
2013,全,中彰投,台中市,口腔,793,55.80,54.00
2013,全,中彰投,台中市,食道,325,57.90,57.00
2013,全,中彰投,台中市,胃,341,68.20,70.00
2013,全,中彰投,台中市,大腸,1728,65.10,65.00
2013,全,中彰投,台中市,肝,1241,65.10,65.00
2013,全,中彰投,台中市,肺,1204,65.70,65.00
2013,全,中彰投,台中市,皮膚,318,69.30,72.00
2013,全,中彰投,台中市,甲狀腺,315,48.00,48.00
2013,全,中彰投,台中市,白血病,278,51.90,55.00
2013,全,中彰投,台中市,非何杰金氏淋巴瘤,254,60.90,62.00
2013,全,雲嘉南,台南市,口腔,552,55.00,54.00
2013,全,雲嘉南,台南市,食道,191,58.10,56.00
2013,全,雲嘉南,台南市,胃,267,66.70,66.00
2013,全,雲嘉南,台南市,大腸,1431,66.30,67.00
2013,全,雲嘉南,台南市,肝,1214,64.70,65.00
2013,全,雲嘉南,台南市,肺,1000,67.50,69.00
2013,全,雲嘉南,台南市,皮膚,530,71.00,75.00
2013,全,雲嘉南,台南市,甲狀腺,273,49.70,50.00
2013,全,雲嘉南,台南市,白血病,175,53.40,57.00
2013,全,雲嘉南,台南市,非何杰金氏淋巴瘤,172,63.00,65.00
2013,全,高屏,高雄市,口腔,1090,55.90,55.00
2013,全,高屏,高雄市,食道,326,57.70,56.00
2013,全,高屏,高雄市,胃,483,67.70,69.00
2013,全,高屏,高雄市,大腸,1974,65.30,65.00
2013,全,高屏,高雄市,肝,1696,64.10,64.00
2013,全,高屏,高雄市,肺,1411,66.40,66.00
2013,全,高屏,高雄市,皮膚,586,70.40,72.00
2013,全,高屏,高雄市,甲狀腺,376,50.00,50.00
2013,全,高屏,高雄市,白血病,268,57.30,60.50
2013,全,高屏,高雄市,非何杰金氏淋巴瘤,279,60.00,62.00
2013,全,北北基,基隆市,口腔,104,54.80,52.00
2013,全,北北基,基隆市,食道,35,63.90,62.00
2013,全,北北基,基隆市,胃,97,67.50,68.00
2013,全,北北基,基隆市,大腸,275,66.10,66.00
2013,全,北北基,基隆市,肝,181,63.90,63.00
2013,全,北北基,基隆市,肺,218,68.80,69.00
2013,全,北北基,基隆市,皮膚,36,64.70,67.50
2013,全,北北基,基隆市,甲狀腺,57,48.20,50.00
2013,全,北北基,基隆市,白血病,33,54.40,57.00
2013,全,北北基,基隆市,非何杰金氏淋巴瘤,51,64.90,64.00
2013,全,北北基,新北市,口腔,1087,54.90,54.00
2013,全,北北基,新北市,食道,374,59.30,57.00
2013,全,北北基,新北市,胃,713,67.80,69.00
2013,全,北北基,新北市,大腸,2596,64.30,64.00
2013,全,北北基,新北市,肝,1631,64.10,64.00
2013,全,北北基,新北市,肺,2063,66.80,67.00
2013,全,北北基,新北市,皮膚,445,68.90,70.00
2013,全,北北基,新北市,甲狀腺,659,48.10,48.00
2013,全,北北基,新北市,白血病,361,55.10,59.00
2013,全,北北基,新北市,非何杰金氏淋巴瘤,402,61.30,61.00
2013,全,桃竹苗,桃園市,口腔,520,53.40,53.00
2013,全,桃竹苗,桃園市,食道,219,58.00,54.00
2013,全,桃竹苗,桃園市,胃,288,67.60,70.00
2013,全,桃竹苗,桃園市,大腸,1177,65.30,66.00
2013,全,桃竹苗,桃園市,肝,741,63.50,64.00
2013,全,桃竹苗,桃園市,肺,902,67.50,68.00
2013,全,桃竹苗,桃園市,皮膚,175,69.20,73.00
2013,全,桃竹苗,桃園市,甲狀腺,185,45.30,46.00
2013,全,桃竹苗,桃園市,白血病,168,55.20,58.50
2013,全,桃竹苗,桃園市,非何杰金氏淋巴瘤,174,60.70,61.00
2013,全,東部,宜蘭縣,口腔,127,56.20,55.00
2013,全,東部,宜蘭縣,食道,67,61.20,61.00
2013,全,東部,宜蘭縣,胃,135,73.10,75.00
2013,全,東部,宜蘭縣,大腸,294,67.40,68.00
2013,全,東部,宜蘭縣,肝,246,65.90,67.00
2013,全,東部,宜蘭縣,肺,299,70.10,73.00
2013,全,東部,宜蘭縣,皮膚,87,72.80,74.00
2013,全,東部,宜蘭縣,甲狀腺,53,51.60,52.00
2013,全,東部,宜蘭縣,白血病,47,57.50,61.00
2013,全,東部,宜蘭縣,非何杰金氏淋巴瘤,48,61.50,60.50
2013,全,桃竹苗,苗栗縣,口腔,159,53.20,52.00
2013,全,桃竹苗,苗栗縣,食道,58,57.30,56.00
2013,全,桃竹苗,苗栗縣,胃,92,70.40,74.00
2013,全,桃竹苗,苗栗縣,大腸,367,67.40,70.00
2013,全,桃竹苗,苗栗縣,肝,308,65.00,67.00
2013,全,桃竹苗,苗栗縣,肺,272,69.60,71.00
2013,全,桃竹苗,苗栗縣,皮膚,85,76.20,79.00
2013,全,桃竹苗,苗栗縣,甲狀腺,67,52.70,50.00
2013,全,桃竹苗,苗栗縣,白血病,43,46.80,49.00
2013,全,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,64,65.60,68.00
2013,全,中彰投,彰化縣,口腔,515,56.80,56.00
2013,全,中彰投,彰化縣,食道,147,60.30,59.00
2013,全,中彰投,彰化縣,胃,171,68.20,70.00
2013,全,中彰投,彰化縣,大腸,869,66.80,69.00
2013,全,中彰投,彰化縣,肝,731,65.80,66.00
2013,全,中彰投,彰化縣,肺,738,68.30,70.00
2013,全,中彰投,彰化縣,皮膚,211,71.80,76.00
2013,全,中彰投,彰化縣,甲狀腺,172,48.80,49.00
2013,全,中彰投,彰化縣,白血病,124,57.00,63.00
2013,全,中彰投,彰化縣,非何杰金氏淋巴瘤,132,60.10,61.50
2013,全,中彰投,南投縣,口腔,229,56.40,54.00
2013,全,中彰投,南投縣,食道,65,59.00,56.00
2013,全,中彰投,南投縣,胃,69,69.00,72.00
2013,全,中彰投,南投縣,大腸,332,68.00,71.00
2013,全,中彰投,南投縣,肝,267,66.60,69.00
2013,全,中彰投,南投縣,肺,269,68.60,71.00
2013,全,中彰投,南投縣,皮膚,80,68.20,69.00
2013,全,中彰投,南投縣,甲狀腺,51,49.80,50.00
2013,全,中彰投,南投縣,白血病,34,58.40,65.50
2013,全,中彰投,南投縣,非何杰金氏淋巴瘤,64,61.80,63.00
2013,全,雲嘉南,雲林縣,口腔,377,57.10,55.00
2013,全,雲嘉南,雲林縣,食道,88,57.70,56.00
2013,全,雲嘉南,雲林縣,胃,118,70.30,73.00
2013,全,雲嘉南,雲林縣,大腸,461,67.20,69.00
2013,全,雲嘉南,雲林縣,肝,650,65.10,66.00
2013,全,雲嘉南,雲林縣,肺,469,67.80,69.00
2013,全,雲嘉南,雲林縣,皮膚,154,72.80,75.00
2013,全,雲嘉南,雲林縣,甲狀腺,85,49.40,51.00
2013,全,雲嘉南,雲林縣,白血病,66,61.90,69.00
2013,全,雲嘉南,雲林縣,非何杰金氏淋巴瘤,69,62.00,66.00
2013,全,高屏,屏東縣,口腔,406,55.70,54.00
2013,全,高屏,屏東縣,食道,123,56.10,55.00
2013,全,高屏,屏東縣,胃,122,70.40,72.50
2013,全,高屏,屏東縣,大腸,549,65.90,67.00
2013,全,高屏,屏東縣,肝,476,64.30,64.00
2013,全,高屏,屏東縣,肺,466,68.00,70.00
2013,全,高屏,屏東縣,皮膚,217,73.50,76.00
2013,全,高屏,屏東縣,甲狀腺,89,49.10,51.00
2013,全,高屏,屏東縣,白血病,78,57.00,58.50
2013,全,高屏,屏東縣,非何杰金氏淋巴瘤,67,62.30,65.00
2013,全,外島,澎湖縣,口腔,13,55.50,54.00
2013,全,外島,澎湖縣,食道,9,66.20,73.00
2013,全,外島,澎湖縣,胃,19,72.30,78.00
2013,全,外島,澎湖縣,大腸,59,69.80,72.00
2013,全,外島,澎湖縣,肝,63,64.90,64.00
2013,全,外島,澎湖縣,肺,58,68.00,67.00
2013,全,外島,澎湖縣,皮膚,16,72.10,74.50
2013,全,外島,澎湖縣,甲狀腺,9,52.60,57.00
2013,全,外島,澎湖縣,白血病,3,68.70,63.00
2013,全,外島,澎湖縣,非何杰金氏淋巴瘤,10,59.80,61.00
2013,全,東部,花蓮縣,口腔,157,56.50,56.00
2013,全,東部,花蓮縣,食道,51,60.10,57.00
2013,全,東部,花蓮縣,胃,67,69.80,71.00
2013,全,東部,花蓮縣,大腸,201,66.90,69.00
2013,全,東部,花蓮縣,肝,164,66.60,67.50
2013,全,東部,花蓮縣,肺,208,68.00,69.00
2013,全,東部,花蓮縣,皮膚,72,68.50,69.00
2013,全,東部,花蓮縣,甲狀腺,39,50.80,52.00
2013,全,東部,花蓮縣,白血病,28,59.60,65.50
2013,全,東部,花蓮縣,非何杰金氏淋巴瘤,24,55.00,53.50
2013,全,東部,台東縣,口腔,144,56.90,57.00
2013,全,東部,台東縣,食道,43,60.00,57.00
2013,全,東部,台東縣,胃,45,67.50,67.00
2013,全,東部,台東縣,大腸,126,69.00,71.00
2013,全,東部,台東縣,肝,127,64.30,66.00
2013,全,東部,台東縣,肺,133,69.40,71.00
2013,全,東部,台東縣,皮膚,42,70.10,74.00
2013,全,東部,台東縣,甲狀腺,16,51.20,54.50
2013,全,東部,台東縣,白血病,19,54.00,60.00
2013,全,東部,台東縣,非何杰金氏淋巴瘤,19,61.60,73.00
2013,全,外島,金門縣,口腔,6,57.30,53.00
2013,全,外島,金門縣,食道,16,59.20,54.50
2013,全,外島,金門縣,胃,11,72.50,74.00
2013,全,外島,金門縣,大腸,35,64.70,63.00
2013,全,外島,金門縣,肝,30,65.60,65.00
2013,全,外島,金門縣,肺,40,70.50,75.50
2013,全,外島,金門縣,皮膚,3,65.00,75.00
2013,全,外島,金門縣,甲狀腺,13,40.80,36.00
2013,全,外島,金門縣,白血病,7,56.10,54.00
2013,全,外島,金門縣,非何杰金氏淋巴瘤,9,63.60,63.00
2013,全,外島,連江縣,胃,1,60.00,60.00
2013,全,外島,連江縣,大腸,2,54.00,54.00
2013,全,外島,連江縣,肝,5,66.60,57.00
2013,全,外島,連江縣,肺,2,60.00,60.00
2013,全,外島,連江縣,甲狀腺,3,46.70,50.00
2013,全,外島,連江縣,白血病,1,82.00,82.00
2013,全,外島,連江縣,非何杰金氏淋巴瘤,1,65.00,65.00
2013,男,北北基,台北市,口腔,456,58.30,57.00
2013,男,北北基,台北市,食道,151,62.40,60.00
2013,男,北北基,台北市,胃,310,71.70,73.00
2013,男,北北基,台北市,大腸,1010,67.80,68.00
2013,男,北北基,台北市,肝,697,65.00,64.00
2013,男,北北基,台北市,肺,834,69.40,70.00
2013,男,北北基,台北市,皮膚,202,68.50,71.00
2013,男,北北基,台北市,攝護腺,757,72.80,72.00
2013,男,北北基,台北市,甲狀腺,111,50.40,51.00
2013,男,北北基,台北市,白血病,164,60.30,65.00
2013,男,北北基,台北市,非何杰金氏淋巴瘤,190,63.30,64.00
2013,男,中彰投,台中市,口腔,721,55.40,54.00
2013,男,中彰投,台中市,食道,308,57.80,57.00
2013,男,中彰投,台中市,胃,225,68.80,70.00
2013,男,中彰投,台中市,大腸,989,66.10,66.00
2013,男,中彰投,台中市,肝,840,63.30,63.00
2013,男,中彰投,台中市,肺,706,66.80,68.00
2013,男,中彰投,台中市,皮膚,158,68.00,68.00
2013,男,中彰投,台中市,攝護腺,528,72.90,73.00
2013,男,中彰投,台中市,甲狀腺,85,48.80,49.00
2013,男,中彰投,台中市,白血病,160,54.10,58.00
2013,男,中彰投,台中市,非何杰金氏淋巴瘤,138,57.50,58.50
2013,男,雲嘉南,台南市,口腔,522,54.60,54.00
2013,男,雲嘉南,台南市,食道,180,57.50,56.00
2013,男,雲嘉南,台南市,胃,171,68.00,68.00
2013,男,雲嘉南,台南市,大腸,809,65.80,66.00
2013,男,雲嘉南,台南市,肝,818,62.50,62.00
2013,男,雲嘉南,台南市,肺,615,67.80,69.00
2013,男,雲嘉南,台南市,皮膚,283,69.60,73.00
2013,男,雲嘉南,台南市,攝護腺,413,74.10,75.00
2013,男,雲嘉南,台南市,甲狀腺,49,46.50,46.00
2013,男,雲嘉南,台南市,白血病,95,52.80,55.00
2013,男,雲嘉南,台南市,非何杰金氏淋巴瘤,92,61.00,63.00
2013,男,高屏,高雄市,口腔,1027,55.40,55.00
2013,男,高屏,高雄市,食道,307,57.40,56.00
2013,男,高屏,高雄市,胃,312,69.10,70.00
2013,男,高屏,高雄市,大腸,1178,65.50,65.00
2013,男,高屏,高雄市,肝,1206,62.30,62.00
2013,男,高屏,高雄市,肺,799,67.40,68.00
2013,男,高屏,高雄市,皮膚,318,70.10,72.00
2013,男,高屏,高雄市,攝護腺,613,73.00,73.00
2013,男,高屏,高雄市,甲狀腺,95,51.90,50.00
2013,男,高屏,高雄市,白血病,171,58.70,62.00
2013,男,高屏,高雄市,非何杰金氏淋巴瘤,153,59.20,62.00
2013,男,北北基,基隆市,口腔,88,53.90,52.00
2013,男,北北基,基隆市,食道,31,63.00,62.00
2013,男,北北基,基隆市,胃,67,67.10,68.00
2013,男,北北基,基隆市,大腸,163,66.40,66.00
2013,男,北北基,基隆市,肝,119,62.20,62.00
2013,男,北北基,基隆市,肺,136,69.50,70.50
2013,男,北北基,基隆市,皮膚,27,64.40,69.00
2013,男,北北基,基隆市,攝護腺,85,71.80,73.00
2013,男,北北基,基隆市,甲狀腺,11,46.80,50.00
2013,男,北北基,基隆市,白血病,18,56.20,61.50
2013,男,北北基,基隆市,非何杰金氏淋巴瘤,28,64.90,64.00
2013,男,北北基,新北市,口腔,994,54.50,54.00
2013,男,北北基,新北市,食道,347,58.70,57.00
2013,男,北北基,新北市,胃,442,68.90,70.00
2013,男,北北基,新北市,大腸,1432,64.30,64.00
2013,男,北北基,新北市,肝,1151,62.10,61.00
2013,男,北北基,新北市,肺,1279,67.90,69.00
2013,男,北北基,新北市,皮膚,248,68.90,70.00
2013,男,北北基,新北市,攝護腺,753,72.00,72.00
2013,男,北北基,新北市,甲狀腺,175,47.90,47.00
2013,男,北北基,新北市,白血病,210,55.80,60.50
2013,男,北北基,新北市,非何杰金氏淋巴瘤,219,61.40,61.00
2013,男,桃竹苗,桃園市,口腔,468,53.20,52.50
2013,男,桃竹苗,桃園市,食道,203,57.50,54.00
2013,男,桃竹苗,桃園市,胃,190,69.70,71.50
2013,男,桃竹苗,桃園市,大腸,701,66.10,67.00
2013,男,桃竹苗,桃園市,肝,513,61.50,62.00
2013,男,桃竹苗,桃園市,肺,571,68.70,71.00
2013,男,桃竹苗,桃園市,皮膚,101,69.40,73.00
2013,男,桃竹苗,桃園市,攝護腺,327,72.90,74.00
2013,男,桃竹苗,桃園市,甲狀腺,43,45.90,48.00
2013,男,桃竹苗,桃園市,白血病,96,55.60,61.00
2013,男,桃竹苗,桃園市,非何杰金氏淋巴瘤,103,60.20,61.00
2013,男,東部,宜蘭縣,口腔,122,56.00,55.00
2013,男,東部,宜蘭縣,食道,64,61.00,61.00
2013,男,東部,宜蘭縣,胃,92,73.00,75.00
2013,男,東部,宜蘭縣,大腸,153,67.80,69.00
2013,男,東部,宜蘭縣,肝,170,64.10,64.50
2013,男,東部,宜蘭縣,肺,188,70.30,73.00
2013,男,東部,宜蘭縣,皮膚,46,71.50,73.00
2013,男,東部,宜蘭縣,攝護腺,90,75.30,76.00
2013,男,東部,宜蘭縣,甲狀腺,17,56.40,55.00
2013,男,東部,宜蘭縣,白血病,32,61.20,71.00
2013,男,東部,宜蘭縣,非何杰金氏淋巴瘤,26,61.90,60.50
2013,男,桃竹苗,苗栗縣,口腔,141,53.10,52.00
2013,男,桃竹苗,苗栗縣,食道,57,57.10,56.00
2013,男,桃竹苗,苗栗縣,胃,61,70.70,73.00
2013,男,桃竹苗,苗栗縣,大腸,206,67.50,70.00
2013,男,桃竹苗,苗栗縣,肝,208,63.20,64.00
2013,男,桃竹苗,苗栗縣,肺,167,70.70,72.00
2013,男,桃竹苗,苗栗縣,皮膚,44,77.20,80.00
2013,男,桃竹苗,苗栗縣,攝護腺,128,73.20,73.00
2013,男,桃竹苗,苗栗縣,甲狀腺,23,53.10,46.00
2013,男,桃竹苗,苗栗縣,白血病,30,43.80,47.00
2013,男,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,36,65.40,68.00
2013,男,中彰投,彰化縣,口腔,488,56.40,56.00
2013,男,中彰投,彰化縣,食道,137,59.70,59.00
2013,男,中彰投,彰化縣,胃,105,68.80,70.00
2013,男,中彰投,彰化縣,大腸,493,66.80,68.00
2013,男,中彰投,彰化縣,肝,496,63.70,63.00
2013,男,中彰投,彰化縣,肺,493,69.00,71.00
2013,男,中彰投,彰化縣,皮膚,109,70.90,76.00
2013,男,中彰投,彰化縣,攝護腺,297,74.40,75.00
2013,男,中彰投,彰化縣,甲狀腺,43,55.00,57.00
2013,男,中彰投,彰化縣,白血病,74,58.00,64.00
2013,男,中彰投,彰化縣,非何杰金氏淋巴瘤,72,60.40,61.50
2013,男,中彰投,南投縣,口腔,209,56.10,54.00
2013,男,中彰投,南投縣,食道,64,59.00,56.00
2013,男,中彰投,南投縣,胃,48,71.70,75.50
2013,男,中彰投,南投縣,大腸,202,67.20,68.00
2013,男,中彰投,南投縣,肝,202,65.70,67.00
2013,男,中彰投,南投縣,肺,178,69.30,71.50
2013,男,中彰投,南投縣,皮膚,33,66.20,69.00
2013,男,中彰投,南投縣,攝護腺,113,73.20,73.00
2013,男,中彰投,南投縣,甲狀腺,12,59.30,62.50
2013,男,中彰投,南投縣,白血病,18,60.70,67.50
2013,男,中彰投,南投縣,非何杰金氏淋巴瘤,30,64.20,64.50
2013,男,雲嘉南,雲林縣,口腔,356,56.30,55.00
2013,男,雲嘉南,雲林縣,食道,84,57.10,55.50
2013,男,雲嘉南,雲林縣,胃,71,70.60,72.00
2013,男,雲嘉南,雲林縣,大腸,278,66.70,69.00
2013,男,雲嘉南,雲林縣,肝,464,63.30,63.00
2013,男,雲嘉南,雲林縣,肺,303,68.30,70.00
2013,男,雲嘉南,雲林縣,皮膚,70,71.80,74.00
2013,男,雲嘉南,雲林縣,攝護腺,155,74.60,75.00
2013,男,雲嘉南,雲林縣,甲狀腺,25,50.30,52.00
2013,男,雲嘉南,雲林縣,白血病,41,62.70,68.00
2013,男,雲嘉南,雲林縣,非何杰金氏淋巴瘤,42,61.00,65.00
2013,男,高屏,屏東縣,口腔,367,55.30,54.00
2013,男,高屏,屏東縣,食道,118,55.90,55.00
2013,男,高屏,屏東縣,胃,85,69.70,72.00
2013,男,高屏,屏東縣,大腸,304,65.30,64.00
2013,男,高屏,屏東縣,肝,326,62.60,62.00
2013,男,高屏,屏東縣,肺,282,69.00,71.00
2013,男,高屏,屏東縣,皮膚,121,73.40,77.00
2013,男,高屏,屏東縣,攝護腺,153,73.90,74.00
2013,男,高屏,屏東縣,甲狀腺,18,48.90,53.50
2013,男,高屏,屏東縣,白血病,59,58.50,59.00
2013,男,高屏,屏東縣,非何杰金氏淋巴瘤,38,64.00,65.00
2013,男,外島,澎湖縣,口腔,13,55.50,54.00
2013,男,外島,澎湖縣,食道,9,66.20,73.00
2013,男,外島,澎湖縣,胃,13,67.40,69.00
2013,男,外島,澎湖縣,大腸,36,71.40,73.50
2013,男,外島,澎湖縣,肝,41,63.60,63.00
2013,男,外島,澎湖縣,肺,34,70.10,70.00
2013,男,外島,澎湖縣,皮膚,7,71.70,73.00
2013,男,外島,澎湖縣,攝護腺,19,75.70,76.00
2013,男,外島,澎湖縣,甲狀腺,4,57.80,61.00
2013,男,外島,澎湖縣,白血病,2,72.00,72.00
2013,男,外島,澎湖縣,非何杰金氏淋巴瘤,7,52.00,54.00
2013,男,東部,花蓮縣,口腔,134,55.50,54.50
2013,男,東部,花蓮縣,食道,41,58.30,56.00
2013,男,東部,花蓮縣,胃,40,70.80,72.00
2013,男,東部,花蓮縣,大腸,131,67.30,69.00
2013,男,東部,花蓮縣,肝,109,64.30,64.00
2013,男,東部,花蓮縣,肺,136,68.70,70.00
2013,男,東部,花蓮縣,皮膚,44,71.90,74.00
2013,男,東部,花蓮縣,攝護腺,76,75.20,75.50
2013,男,東部,花蓮縣,甲狀腺,7,56.60,52.00
2013,男,東部,花蓮縣,白血病,18,63.10,66.00
2013,男,東部,花蓮縣,非何杰金氏淋巴瘤,13,57.10,60.00
2013,男,東部,台東縣,口腔,120,55.50,55.50
2013,男,東部,台東縣,食道,39,58.50,56.00
2013,男,東部,台東縣,胃,32,65.90,65.00
2013,男,東部,台東縣,大腸,76,67.90,71.00
2013,男,東部,台東縣,肝,86,62.20,63.50
2013,男,東部,台東縣,肺,76,70.30,70.00
2013,男,東部,台東縣,皮膚,19,72.00,76.00
2013,男,東部,台東縣,攝護腺,35,76.70,76.00
2013,男,東部,台東縣,甲狀腺,3,58.00,57.00
2013,男,東部,台東縣,白血病,13,51.00,59.00
2013,男,東部,台東縣,非何杰金氏淋巴瘤,14,60.10,72.00
2013,男,外島,金門縣,口腔,5,58.40,54.00
2013,男,外島,金門縣,食道,15,57.30,53.00
2013,男,外島,金門縣,胃,9,73.70,74.00
2013,男,外島,金門縣,大腸,21,62.90,62.00
